# Constructed from biom file																									
#OTU ID	Bn25	Bn26	Bn27	Bn28	Bn29	Bn30	Bn31	Bn32	Bn33	Bn34	Bn35	Bn36	Bn61	Bn62	Bn63	Bn64	Bn65	Bn66	Bn67	Bn68	Bn69	Bn70	Bn71	Bn72	taxonomy
OTU1051	0	5	11	4	0	2	7	0	0	5	1	9	0	7	6	7	0	3	2	1	0	5	4	11	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU611	0	2	5	4	0	0	1	2	0	1	2	4	0	0	1	4	0	0	2	0	0	3	3	5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__
OTU140	0	8	14	41	0	5	72	38	0	1	19	3	0	49	28	17	0	18	4	10	0	0	2	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
OTU1357	0	1	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	3	13	23	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU193	0	10	105	80	0	9	30	89	0	11	33	39	1	93	81	74	0	26	16	29	0	16	35	45	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__
OTU253	0	19	11	9	0	18	15	14	0	18	11	3	0	145	49	8	0	47	0	6	0	75	7	3	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU935	0	11	11	7	0	2	5	12	0	4	3	1	0	61	7	1	0	14	4	0	0	2	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU635	0	9	1	0	0	7	2	0	0	24	1	1	0	46	0	0	0	27	0	0	0	28	0	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
OTU1218	0	12	113	51	0	15	19	19	3	26	34	16	0	96	70	44	0	36	7	17	1	32	35	55	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU1171	0	4	1	5	0	0	3	9	0	0	3	2	0	11	1	13	0	3	0	0	0	3	1	8	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU380	0	1	11	17	1	3	16	5	1	1	21	18	0	4	4	2	0	3	3	0	0	0	8	17	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU446	0	2	208	183	1	0	86	185	0	0	68	64	0	2	117	209	0	2	20	62	1	1	47	77	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU746	0	1	11	13	0	3	8	18	0	3	10	2	0	21	27	6	0	5	0	7	0	4	1	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
OTU1696	0	1	3	2	0	2	3	4	0	1	0	1	0	6	7	0	0	4	3	6	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
OTU2055	0	10	4	2	0	10	3	2	0	5	6	0	0	27	6	4	0	9	1	2	0	5	3	1	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU469	0	5	18	17	0	6	21	18	0	1	8	4	0	52	26	8	0	5	5	3	0	3	7	6	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1015	0	1	5	4	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	2	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU149	0	16	127	66	2	24	64	29	0	26	44	18	0	110	62	37	0	55	10	21	0	35	19	38	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__; s__
OTU803	0	2	96	86	1	0	38	99	0	1	72	45	0	11	64	75	0	0	6	20	0	2	27	53	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU250	0	9	36	14	0	3	14	11	0	11	14	3	0	57	30	4	0	7	0	4	0	14	7	3	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU1140	0	5	63	66	0	7	52	15	0	17	87	20	0	47	31	33	9	8	1	12	0	11	37	32	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__
OTU277	0	5	27	17	0	8	11	2	0	20	4	0	0	94	13	0	0	30	1	3	0	3	5	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__
OTU738	0	5	26	12	0	7	10	6	0	9	7	4	0	27	15	7	0	9	1	2	0	36	3	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU518	0	1	20	15	0	0	13	7	0	2	7	4	0	5	18	24	0	1	5	7	0	0	1	4	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU741	0	6	17	6	0	10	3	12	0	12	2	4	0	11	11	10	0	22	4	5	0	93	6	4	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU1189	0	2	0	0	0	2	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
OTU793	0	1	14	19	0	0	5	13	0	0	2	5	0	5	11	13	0	0	1	4	0	0	0	1	k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__; s__
OTU2057	0	3	8	6	0	0	3	2	0	0	2	0	0	2	1	11	0	2	0	1	0	0	0	6	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU1629	0	2	0	2	0	0	0	0	0	0	0	0	0	5	0	3	0	1	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Candidatus Protochlamydia; s__
OTU2016	0	1	5	4	0	0	0	3	0	2	0	0	0	0	6	2	0	0	0	2	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU354	0	2	29	10	0	0	15	14	0	0	12	13	0	2	15	24	0	5	1	1	0	1	14	18	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__
OTU401	0	7	8	1	0	1	10	15	16	4	41	16	3	1	0	3	1	35	1	3	0	170	14	23	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU137	0	2	345	275	1	4	143	185	0	6	32	24	0	28	297	179	1	5	32	115	0	0	10	13	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
OTU65	0	4	364	278	0	1	91	151	1	10	60	41	1	23	135	199	0	1	13	81	0	1	47	54	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU2080	0	2	2	2	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
OTU599	0	11	44	37	0	1	11	8	0	3	10	15	0	38	13	1	0	8	0	4	0	0	2	1	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU325	0	11	2	0	0	4	1	3	0	11	0	6	0	5	0	6	0	7	0	0	0	57	3	5	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU2120	0	4	2	0	0	0	0	0	1	0	0	0	0	5	0	0	0	2	0	0	0	11	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
OTU173	0	1	446	405	0	2	88	224	0	2	85	73	0	6	196	377	0	3	34	135	0	1	145	165	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU587	0	3	9	3	0	4	7	9	0	1	6	2	0	6	2	6	0	8	2	3	0	3	1	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU363	0	11	1	0	0	5	1	1	0	9	0	0	0	15	0	0	0	24	1	2	0	25	0	3	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU617	0	1	19	20	0	0	5	15	0	0	3	5	0	0	23	18	0	0	1	3	0	0	1	7	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU189	0	1	56	49	1	1	27	57	0	0	84	75	0	0	20	73	0	0	6	10	0	3	111	161	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU1252	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU849	0	3	21	12	0	1	0	16	0	0	4	6	0	3	23	23	1	0	8	7	0	3	5	16	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
OTU161	0	2	274	226	0	3	109	159	0	2	15	36	1	7	126	190	0	3	11	66	0	1	7	12	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
OTU35	0	3	760	679	2	3	215	419	2	4	87	117	1	24	366	548	0	5	66	207	1	1	106	142	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
OTU954	0	2	12	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	6	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU180	0	2	171	161	1	5	99	102	0	1	24	39	1	2	73	71	0	1	12	48	1	0	13	28	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
OTU199	0	2	57	91	0	0	39	45	0	2	10	13	0	4	54	30	0	3	4	21	0	0	3	3	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU481	0	3	5	11	0	0	10	0	0	6	0	2	0	19	15	4	0	9	0	1	0	2	2	3	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
OTU658	0	3	71	49	0	0	53	34	0	3	25	18	0	3	49	54	0	0	8	16	0	0	16	27	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
OTU634	0	2	20	13	0	2	3	11	0	5	0	3	0	18	13	19	0	6	1	6	0	0	4	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU1058	0	7	11	1	0	3	3	2	0	1	2	1	0	7	1	3	0	3	0	2	0	4	5	2	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU1890	0	3	4	3	0	1	7	2	0	6	3	0	0	5	3	6	0	0	0	1	0	1	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
OTU282	0	6	8	8	0	4	11	4	0	19	0	0	0	98	12	5	0	1	0	8	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU2089	0	1	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	12	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Emticicia; s__
OTU1219	0	2	2	0	1	1	6	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__
OTU826	0	2	8	31	0	3	29	13	0	0	8	3	0	5	12	23	0	1	4	3	0	0	2	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
OTU415	0	6	9	15	0	1	18	4	0	7	22	0	0	8	8	15	0	20	0	0	0	1	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU1723	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU710	0	1	21	45	0	2	65	13	0	4	3	0	0	8	3	2	0	12	0	1	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU968	0	1	84	80	0	0	31	74	0	1	20	12	0	8	72	94	0	1	4	27	0	0	14	28	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
OTU1405	0	3	25	18	0	1	2	5	0	0	8	6	0	8	7	8	0	0	1	5	0	1	2	2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU409	0	10	181	62	0	3	39	25	1	6	44	24	1	13	48	47	0	4	7	18	0	6	46	39	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas
OTU132	0	1	82	53	2	1	53	24	0	1	50	40	0	6	17	11	0	0	1	5	0	0	12	16	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU876	0	1	9	8	0	3	3	7	0	2	0	1	0	2	4	2	0	1	4	1	0	0	0	5	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
OTU586	0	6	4	2	0	6	0	0	0	15	1	0	0	1	1	2	0	10	0	0	0	13	5	1	k__Bacteria; p__OD1; c__; o__; f__; g__; s__
OTU568	0	1	2	12	0	0	7	10	0	0	3	0	0	0	8	9	0	0	1	2	0	0	0	2	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU2185	0	1	8	7	0	0	4	5	0	4	1	0	0	9	7	4	0	0	0	1	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Inquilinus
OTU319	0	4	57	56	0	1	50	35	0	9	6	0	0	68	79	49	0	36	8	27	0	1	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU418	0	1	24	12	0	1	9	6	0	0	4	2	0	0	18	16	0	0	0	6	0	0	0	5	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU351	0	1	25	7	0	1	2	0	0	0	7	2	0	0	15	1	0	0	0	0	0	0	3	1	k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
OTU766	0	2	5	1	0	7	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	8	8	2	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__
OTU1446	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Unassigned
OTU1644	0	1	10	2	0	4	0	9	0	7	9	11	0	8	7	14	0	5	0	1	0	14	18	30	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU1003	0	3	1	0	0	0	0	0	0	2	2	0	0	3	0	0	0	3	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU542	0	8	439	399	1	3	100	188	1	5	145	157	0	35	224	359	0	16	38	91	2	7	215	311	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
OTU1350	0	1	4	3	0	0	3	0	0	0	0	1	0	8	8	2	0	1	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
OTU959	0	7	19	17	0	4	9	6	0	7	0	0	0	31	18	22	1	22	6	9	0	1	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU1991	0	6	55	31	0	0	18	18	0	7	20	16	0	52	19	25	0	15	0	11	0	11	6	13	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU588	0	4	14	4	0	3	15	9	0	0	4	0	0	10	9	6	0	9	6	3	0	2	0	0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU871	0	2	13	17	0	0	16	8	0	2	4	2	1	7	9	18	1	8	0	4	0	5	1	21	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__
OTU212	0	4	117	74	1	8	33	12	3	2	23	17	0	10	90	86	0	5	7	26	0	16	34	64	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU2020	0	1	58	65	0	0	36	68	0	0	25	11	0	0	44	63	0	2	4	19	0	0	3	10	k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__; g__; s__
OTU105	0	6	159	236	0	2	186	97	0	15	62	25	0	107	185	139	4	44	36	76	0	17	13	29	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
OTU1576	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
OTU222	0	5	98	76	0	9	86	70	0	6	114	79	0	11	41	86	0	10	3	23	0	11	36	91	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
OTU1983	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae
OTU1169	0	1	0	1	0	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
OTU194	0	2	7	4	0	3	15	13	0	1	1	0	0	122	27	3	0	63	5	2	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU271	0	2	10	7	0	2	7	15	0	1	0	0	0	30	25	9	0	10	0	12	0	0	0	1	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU172	0	1	41	33	0	0	17	28	0	0	11	11	0	5	53	50	0	6	9	11	0	0	12	13	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU142	0	1	144	44	0	0	31	46	0	1	98	97	0	0	16	41	0	1	7	11	0	7	118	165	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
OTU557	0	1	24	10	0	1	14	16	0	0	18	12	0	3	8	8	0	1	3	2	0	0	6	8	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU1922	0	4	4	1	0	6	0	0	0	9	0	0	0	39	1	2	0	9	0	0	0	1	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU1699	0	1	9	7	0	1	7	2	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	2	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__; g__; s__
OTU426	0	1	34	11	0	2	12	12	0	3	4	3	0	14	9	8	0	1	1	2	0	0	1	7	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU1742	0	1	4	1	0	1	3	2	0	2	8	2	0	9	2	4	0	8	1	3	0	16	9	11	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU94	0	3	132	101	0	7	69	100	0	8	19	22	0	44	126	170	0	13	7	63	0	3	22	48	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU204	0	1	69	63	0	0	17	34	0	2	22	23	0	8	30	47	0	2	3	11	0	3	21	17	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
OTU165	0	5	207	158	0	7	149	99	3	5	262	69	0	10	75	53	0	5	8	23	0	4	35	60	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU571	0	10	89	80	0	1	77	125	3	4	58	22	2	18	38	76	1	5	5	29	1	1	1	8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
OTU357	0	3	24	13	0	0	18	16	0	0	11	10	0	13	5	10	0	0	1	4	0	1	6	3	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU945	0	10	19	8	0	3	7	3	0	0	10	3	0	33	11	8	0	7	0	7	0	6	5	9	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU429	0	3	0	1	0	4	0	0	0	0	2	0	0	4	0	0	0	3	0	0	0	6	1	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
OTU1187	0	2	0	0	0	0	0	3	0	0	0	0	0	2	5	0	0	0	1	1	0	3	4	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU1124	0	1	2	3	0	1	0	1	0	0	1	1	0	13	2	0	0	8	0	0	0	13	1	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1018	0	3	1	3	0	5	0	4	0	0	3	1	0	12	2	0	0	11	1	0	0	10	3	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU802	0	3	20	21	0	0	10	7	0	2	8	1	0	1	15	14	0	1	3	4	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU122	0	2	53	95	0	0	24	45	0	0	0	0	0	4	79	86	0	1	12	49	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
OTU1966	0	4	0	0	0	3	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
OTU1143	0	5	3	2	0	13	1	0	0	7	0	1	0	1	0	0	0	2	0	0	0	0	0	0	k__Bacteria; p__TM7; c__TM7-3; o__I025; f__; g__; s__
OTU1428	0	3	16	9	0	1	6	14	0	6	3	0	0	34	10	1	0	13	1	1	0	5	4	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU400	0	1	73	48	0	0	40	54	0	0	4	2	0	6	59	61	0	2	7	22	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU996	0	1	13	12	0	2	18	19	0	3	2	1	0	11	32	7	0	8	4	1	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU512	0	3	26	11	0	4	3	15	0	5	2	2	0	47	16	14	0	11	3	9	0	1	0	0	k__Bacteria; p__Acidobacteria
OTU1213	0	1	23	16	0	1	8	12	0	1	15	5	0	13	10	5	0	3	0	2	0	14	4	19	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
OTU314	0	1	94	45	0	2	37	66	0	4	0	2	0	11	70	77	0	5	11	61	0	1	1	3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
OTU1910	0	1	2	2	0	1	4	5	0	0	2	0	0	11	4	3	0	3	1	0	0	4	2	48	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
OTU666	0	1	102	109	1	1	50	48	0	1	13	10	0	7	20	39	0	2	5	31	0	1	6	4	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU516	0	2	19	9	0	0	7	2	0	1	5	0	0	5	3	2	0	0	1	1	0	0	4	5	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU399	0	3	32	13	0	3	1	8	0	0	4	0	0	21	38	9	0	4	8	2	0	4	9	8	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
OTU650	0	1	48	73	0	0	39	44	0	1	6	6	0	0	32	62	0	0	4	29	0	0	5	9	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__N1423WL; f__; g__; s__
OTU536	0	1	34	27	0	3	8	14	0	1	5	4	0	12	8	24	0	5	3	6	0	5	6	6	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Dactylosporangium; s__
OTU925	0	1	17	20	0	1	2	17	0	0	2	2	0	2	13	13	0	2	2	3	0	0	18	8	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU712	0	1	24	15	0	0	5	24	0	0	5	1	0	0	19	32	0	0	1	5	0	0	1	1	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU1514	0	2	1	0	0	4	0	0	0	0	2	0	0	4	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU482	0	4	1	4	0	1	7	1	0	0	21	0	0	1	2	7	2	0	1	4	0	0	2	1	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__
